candidate_id,age_group,minimal_proxy,with_proxies,without_direct_age_proxies,delta_with_vs_without,delta_without_vs_minimal,delta_with_vs_minimal
cand_005767,<30,0.66809666,0.6666886,0.6904883,-0.023799658,0.022391617,-0.0014080405
cand_005801,60+,0.5848769,0.66886127,0.5699978,0.09886348,-0.0148791075,0.083984375
cand_005808,<30,0.5534637,0.51725376,0.5536371,-0.03638333,0.00017338991,-0.03620994
cand_005820,30-39,0.60570866,0.64798725,0.6172005,0.030786753,0.011491835,0.042278588
cand_005821,<30,0.5928366,0.6497127,0.5930246,0.05668807,0.00018799305,0.056876063
cand_005839,60+,0.5795344,0.6081799,0.57410604,0.03407389,-0.005428374,0.028645515
cand_005869,60+,0.639124,0.6553644,0.6545644,0.00080001354,0.015440404,0.016240418
cand_005885,30-39,0.6154395,0.65278786,0.6406419,0.0121459365,0.025202453,0.03734839
cand_005895,40-49,0.57773244,0.6051676,0.63242805,-0.027260423,0.054695606,0.027435184
cand_005918,<30,0.5334964,0.5902188,0.5671588,0.023059964,0.03366244,0.056722403
cand_005920,40-49,0.59332514,0.59937984,0.5807783,0.018601537,-0.012546837,0.0060546994
cand_005928,30-39,0.62244606,0.60753495,0.5843418,0.023193121,-0.038104236,-0.014911115
cand_005937,60+,0.6794328,0.70683026,0.6506462,0.056184053,-0.0287866,0.027397454
cand_005939,30-39,0.65588343,0.68197906,0.6897717,-0.0077926517,0.03388828,0.026095629
cand_005941,40-49,0.6043231,0.6289727,0.71410155,-0.085128844,0.109778464,0.02464962
cand_005944,50-59,0.5845897,0.64574075,0.6559477,-0.010206938,0.071357965,0.061151028
cand_005951,50-59,0.621842,0.6519549,0.5992589,0.05269599,-0.022583127,0.030112863
cand_005952,60+,0.6829119,0.6835224,0.6937304,-0.010208011,0.010818541,0.0006105304
cand_005974,60+,0.6164874,0.59165555,0.6378416,-0.04618603,0.021354198,-0.024831831
cand_005980,60+,0.6223369,0.6520846,0.6436669,0.008417666,0.021329999,0.029747665
cand_006010,40-49,0.6485278,0.6416206,0.6210222,0.020598352,-0.027505577,-0.0069072247
cand_006021,60+,0.6885643,0.69338006,0.69114125,0.00223881,0.0025769472,0.0048157573
cand_006030,60+,0.64577687,0.67249125,0.6586005,0.013890743,0.012823641,0.026714385
cand_006034,40-49,0.54963934,0.67245126,0.63497114,0.037480116,0.0853318,0.12281191
cand_006039,30-39,0.5266969,0.591975,0.57894886,0.013026118,0.052251935,0.06527805
cand_006052,50-59,0.6448883,0.60224336,0.58962023,0.012623131,-0.05526805,-0.042644918
cand_006070,50-59,0.640908,0.6282846,0.659987,-0.0317024,0.01907897,-0.012623429
cand_006097,30-39,0.4899217,0.5245241,0.5410991,-0.016574979,0.051177382,0.034602404
cand_006100,<30,0.61673164,0.6187813,0.66382855,-0.045047224,0.047096908,0.0020496845
cand_006117,30-39,0.5880318,0.6664827,0.6786505,-0.012167811,0.09061867,0.07845086
cand_006129,<30,0.64229333,0.72579134,0.6763443,0.04944706,0.03405094,0.083498
cand_006139,60+,0.622002,0.624699,0.61179966,0.012899339,-0.010202348,0.002696991
cand_006143,30-39,0.5609184,0.5068077,0.53000474,-0.023197055,-0.030913651,-0.054110706
cand_006147,30-39,0.57300603,0.5882505,0.58978665,-0.0015361309,0.016780615,0.015244484
cand_006157,50-59,0.6031728,0.66524774,0.6521903,0.013057411,0.04901755,0.06207496
cand_006158,60+,0.6425628,0.68327236,0.6751517,0.008120656,0.0325889,0.040709555
cand_006166,<30,0.5616573,0.5419872,0.5609934,-0.019006193,-0.00066393614,-0.019670129
cand_006170,30-39,0.5068997,0.5396577,0.4924162,0.04724151,-0.014483511,0.032757998
cand_006174,<30,0.5388884,0.5723954,0.5910543,-0.018658936,0.052165926,0.03350699
cand_006177,50-59,0.71675867,0.6821078,0.72583497,-0.04372716,0.009076297,-0.034650862
cand_006194,<30,0.53158027,0.50207263,0.5796938,-0.07762116,0.048113525,-0.029507637
cand_006196,<30,0.56884575,0.5796743,0.5574258,0.022248507,-0.011419952,0.010828555
cand_006202,40-49,0.5866616,0.6224345,0.6694603,-0.0470258,0.08279872,0.03577292
cand_006207,40-49,0.692634,0.7094083,0.6063993,0.103008986,-0.08623469,0.016774297
cand_006210,40-49,0.6329177,0.6085841,0.65458965,-0.046005547,0.02167195,-0.024333596
cand_006218,40-49,0.5481192,0.6223401,0.6544795,-0.03213942,0.10636032,0.074220896
cand_006222,<30,0.57828957,0.61342454,0.556502,0.056922555,-0.021787584,0.03513497
cand_006223,60+,0.6360852,0.63907146,0.6869796,-0.047908127,0.05089438,0.0029862523
cand_006227,30-39,0.6016648,0.6096271,0.54512453,0.0645026,-0.05654025,0.007962346
cand_006237,30-39,0.6125231,0.65855825,0.67812777,-0.019569516,0.06560469,0.04603517
cand_006239,60+,0.6890515,0.6921657,0.69492555,-0.0027598739,0.0058740377,0.0031141639
cand_006240,<30,0.49521434,0.54500484,0.57496,-0.029955149,0.07974565,0.0497905
cand_006242,<30,0.53189415,0.5109695,0.6024003,-0.09143078,0.070506155,-0.020924628
cand_006246,60+,0.591503,0.6239332,0.5780207,0.045912504,-0.013482332,0.032430172
cand_006252,50-59,0.5385407,0.5724813,0.56279224,0.009689033,0.02425152,0.033940554
cand_006253,30-39,0.47522497,0.4874556,0.5446963,-0.057240665,0.0694713,0.012230635
cand_006257,60+,0.56465673,0.59161097,0.6070725,-0.015461504,0.042415738,0.026954234
cand_006282,60+,0.6383428,0.6847384,0.651551,0.03318739,0.0132082105,0.0463956
cand_006285,<30,0.57692814,0.50490725,0.5507475,-0.045840263,-0.026180625,-0.07202089
cand_006297,<30,0.6008249,0.6179843,0.65286314,-0.03487885,0.052038252,0.017159402
cand_006310,50-59,0.5640521,0.7054876,0.6823389,0.023148715,0.11828679,0.1414355
cand_006376,60+,0.7153293,0.70948493,0.7055154,0.00396955,-0.009813905,-0.0058443546
cand_006397,30-39,0.57226276,0.6114205,0.57275426,0.03866625,0.0004914999,0.03915775
cand_006421,40-49,0.59262455,0.5687991,0.5872577,-0.018458605,-0.005366862,-0.023825467
cand_006431,50-59,0.5571077,0.59376943,0.61975014,-0.025980711,0.062642455,0.036661744
cand_006454,50-59,0.6908423,0.7436825,0.72299635,0.02068615,0.032154083,0.052840233
cand_006455,50-59,0.6686654,0.6531249,0.6600437,-0.006918788,-0.008621693,-0.015540481
cand_006457,60+,0.6120102,0.62839,0.6654718,-0.037081778,0.05346161,0.016379833
cand_006461,50-59,0.58877826,0.6965027,0.6139192,0.08258349,0.025140941,0.10772443
cand_006475,<30,0.63413215,0.6893742,0.6402236,0.049150586,0.0060914755,0.05524206
cand_006493,50-59,0.6380075,0.73904246,0.71190304,0.027139425,0.073895514,0.10103494
cand_006500,30-39,0.67337203,0.6686336,0.6405417,0.028091908,-0.032830358,-0.00473845
cand_006516,40-49,0.6315625,0.70689875,0.69451225,0.012386501,0.06294978,0.07533628
cand_006552,60+,0.6945282,0.67359054,0.7209276,-0.047337055,0.026399374,-0.020937681
cand_006559,40-49,0.6396258,0.6008092,0.6507062,-0.049896955,0.011080384,-0.03881657
cand_006566,40-49,0.56340384,0.62343174,0.61041576,0.0130159855,0.047011912,0.060027897
cand_006586,30-39,0.644759,0.61115164,0.6799077,-0.068756044,0.03514868,-0.033607364
cand_006590,30-39,0.46593806,0.460653,0.47432917,-0.013676167,0.008391112,-0.0052850544
cand_006598,40-49,0.6747776,0.6581203,0.68961614,-0.03149587,0.014838517,-0.016657352
cand_006669,30-39,0.6216455,0.7065135,0.6887309,0.017782629,0.067085385,0.084868014
cand_006673,<30,0.5956445,0.65864253,0.648226,0.010416508,0.05258155,0.06299806
cand_006675,50-59,0.63127583,0.7113421,0.68375367,0.027588427,0.052477837,0.08006626
cand_006700,<30,0.6032387,0.6423788,0.6020621,0.0403167,-0.0011765957,0.039140105
cand_006720,50-59,0.6585082,0.75015235,0.7030589,0.04709345,0.044550717,0.09164417
cand_006723,60+,0.7231642,0.7381828,0.69630814,0.041874647,-0.026856065,0.015018582
cand_006726,50-59,0.70291823,0.6877382,0.67622256,0.011515617,-0.026695669,-0.015180051
cand_006727,60+,0.6183386,0.6285536,0.6155552,0.012998402,-0.002783358,0.010215044
cand_006735,40-49,0.59129995,0.6112358,0.6268712,-0.01563543,0.035571277,0.019935846
cand_006739,50-59,0.5425682,0.5646834,0.6513043,-0.08662093,0.1087361,0.022115171
cand_006783,40-49,0.6797472,0.6766857,0.7216178,-0.044932127,0.041870594,-0.003061533
cand_006789,50-59,0.71570826,0.60742277,0.6736497,-0.06622696,-0.042058527,-0.10828549
cand_006804,<30,0.64372456,0.6584879,0.6332183,0.025269628,-0.010506272,0.014763355
cand_006819,60+,0.59697294,0.5830326,0.5718764,0.011156201,-0.025096536,-0.013940334
cand_006823,30-39,0.6132686,0.5467929,0.64481896,-0.09802604,0.031550348,-0.06647569
cand_006839,60+,0.69869936,0.60000575,0.70815563,-0.108149886,0.009456277,-0.09869361
cand_006842,40-49,0.6577989,0.6924639,0.7039981,-0.011534214,0.046199203,0.03466499
cand_006873,40-49,0.60137594,0.5723425,0.6874551,-0.1151126,0.08607918,-0.029033422
cand_006891,50-59,0.6350918,0.6481534,0.6622166,-0.0140631795,0.027124822,0.013061643
cand_006894,60+,0.6618722,0.6369511,0.63451725,0.0024338365,-0.027354956,-0.02492112
cand_006896,<30,0.57639825,0.5952596,0.570142,0.025117636,-0.0062562823,0.018861353
cand_006903,50-59,0.5857252,0.5960455,0.52855384,0.06749165,-0.057171345,0.010320306
cand_006906,<30,0.5597851,0.61977804,0.51764214,0.1021359,-0.042142987,0.05999291
cand_006921,30-39,0.6006638,0.56121105,0.5234569,0.037754178,-0.07720691,-0.03945273
cand_006922,50-59,0.64266884,0.6807309,0.6497135,0.031017363,0.007044673,0.038062036
cand_006934,<30,0.565979,0.5908835,0.58125764,0.009625852,0.015278637,0.02490449
cand_006946,60+,0.6077477,0.6101781,0.57634103,0.03383708,-0.03140664,0.002430439
cand_006952,50-59,0.56207144,0.6304482,0.6224846,0.007963598,0.06041318,0.06837678
cand_006954,<30,0.5716038,0.6110363,0.6209878,-0.009951472,0.049383998,0.039432526
cand_006957,40-49,0.5761961,0.52427804,0.605833,-0.08155495,0.02963692,-0.05191803
cand_006958,<30,0.527974,0.56297934,0.5738325,-0.010853171,0.045858502,0.03500533
cand_006974,50-59,0.6400752,0.6618512,0.6616373,0.00021392107,0.0215621,0.02177602
cand_006989,<30,0.6207597,0.5641532,0.6236392,-0.05948603,0.0028795004,-0.05660653
cand_006992,40-49,0.6224207,0.69404155,0.72662556,-0.03258401,0.10420483,0.07162082
cand_006994,60+,0.6386341,0.6252285,0.6367592,-0.011530697,-0.0018748641,-0.013405561
cand_007016,<30,0.5511943,0.49818963,0.5339943,-0.03580469,-0.017199993,-0.053004682
cand_007017,<30,0.57323194,0.5432377,0.62371176,-0.08047408,0.05047983,-0.02999425
cand_007044,50-59,0.5632585,0.6122048,0.614995,-0.0027902126,0.051736474,0.04894626
cand_007050,50-59,0.67519027,0.64994246,0.67873245,-0.028789997,0.0035421848,-0.025247812
cand_007056,60+,0.58130306,0.672827,0.6003166,0.07251042,0.019013524,0.091523945
cand_007069,<30,0.53703785,0.53982824,0.54965454,-0.0098263025,0.012616694,0.0027903914
cand_007072,40-49,0.5861641,0.6161485,0.58980095,0.026347518,0.003636837,0.029984355
cand_007073,40-49,0.5807675,0.6725694,0.63120884,0.041360557,0.050441325,0.09180188
cand_007097,60+,0.61236864,0.67526376,0.61463034,0.06063342,0.0022616982,0.06289512
cand_007100,50-59,0.7003476,0.676509,0.65256214,0.023946881,-0.04778546,-0.02383858
cand_007105,50-59,0.6933404,0.6953273,0.710024,-0.014696717,0.016683578,0.0019868612
cand_007114,40-49,0.55750453,0.5668745,0.55143666,0.015437841,-0.006067872,0.009369969
cand_007120,40-49,0.672765,0.69457304,0.7294086,-0.034835577,0.056643605,0.021808028
cand_007121,50-59,0.5804126,0.5944622,0.5770402,0.01742202,-0.0033724308,0.01404959
cand_007136,60+,0.66082513,0.63904023,0.6505556,-0.011515379,-0.010269523,-0.021784902
cand_007137,<30,0.497163,0.5610572,0.53181124,0.029245973,0.03464824,0.06389421
cand_007168,60+,0.6889937,0.67182994,0.6878085,-0.015978575,-0.0011851788,-0.017163754
cand_007186,30-39,0.5748473,0.5822897,0.56027716,0.022012532,-0.014570117,0.0074424148
cand_007188,<30,0.6180031,0.6583736,0.62473094,0.03364265,0.0067278743,0.040370524
cand_007212,<30,0.5767175,0.5834693,0.6528572,-0.06938791,0.07613969,0.0067517757
cand_007215,40-49,0.6412655,0.71224594,0.68658054,0.025665402,0.045315027,0.07098043
cand_007216,40-49,0.5225929,0.5815145,0.588791,-0.007276535,0.06619811,0.058921576
cand_007230,40-49,0.5385064,0.61206275,0.5610172,0.051045537,0.022510827,0.07355636
cand_007242,<30,0.6402348,0.6439912,0.6141686,0.029822588,-0.026066244,0.0037563443
cand_007245,30-39,0.5095494,0.54548824,0.55858195,-0.01309371,0.04903257,0.03593886
cand_007256,40-49,0.6100121,0.5896319,0.5979427,-0.008310795,-0.012069404,-0.020380199
cand_007257,30-39,0.5496737,0.5411169,0.59882927,-0.057712376,0.049155593,-0.008556783
cand_007259,<30,0.6403349,0.6284473,0.64568126,-0.017233968,0.005346358,-0.01188761
cand_007261,60+,0.6096271,0.62047875,0.65464485,-0.034166098,0.04501772,0.010851622
cand_007267,30-39,0.5890099,0.6861544,0.6501745,0.035979927,0.061164618,0.097144544
cand_007296,50-59,0.6770614,0.70287734,0.7211473,-0.018269956,0.04408592,0.025815964
cand_007326,50-59,0.59238714,0.631557,0.56456745,0.06698954,-0.027819693,0.039169848
cand_007342,<30,0.56217515,0.58368933,0.57351375,0.010175586,0.011338592,0.021514177
cand_007350,<30,0.5237844,0.47812465,0.54399884,-0.06587419,0.020214438,-0.04565975
cand_007352,30-39,0.5745389,0.6831778,0.6372098,0.045968056,0.06267089,0.10863894
cand_007384,60+,0.59279346,0.55927086,0.6052216,-0.04595077,0.0124281645,-0.033522606
cand_007398,40-49,0.57038856,0.5843774,0.61172336,-0.027345955,0.041334808,0.0139888525
cand_007400,30-39,0.64697766,0.67374396,0.601234,0.072509944,-0.045743644,0.0267663
cand_007404,30-39,0.5510586,0.5377029,0.60027605,-0.062573135,0.049217463,-0.013355672
cand_007407,40-49,0.53911036,0.6096796,0.61932135,-0.009641767,0.080210984,0.07056922
cand_007422,<30,0.5851381,0.59154534,0.58050543,0.011039913,-0.004632652,0.006407261
cand_007431,50-59,0.63500595,0.6398408,0.65262914,-0.012788355,0.017623186,0.0048348308
cand_007433,40-49,0.66286665,0.69820905,0.70120347,-0.0029944181,0.038336813,0.035342395
cand_007465,40-49,0.5833384,0.62838954,0.5957942,0.032595336,0.012455821,0.045051157
cand_007473,<30,0.5620916,0.6979662,0.5961417,0.10182452,0.034050107,0.13587463
cand_007492,40-49,0.5047357,0.6891741,0.68862987,0.00054425,0.18389416,0.1844384
cand_007511,60+,0.66816664,0.68029237,0.69500804,-0.014715672,0.026841402,0.0121257305
cand_007515,<30,0.55765194,0.5928679,0.6381403,-0.04527241,0.080488384,0.035215974
cand_007529,<30,0.57341695,0.5785221,0.6333082,-0.054786086,0.059891224,0.005105138
cand_007531,40-49,0.5697648,0.6465495,0.6190152,0.027534306,0.049250424,0.07678473
cand_007533,<30,0.46121806,0.5167699,0.5459396,-0.029169738,0.084721565,0.055551827
cand_007548,50-59,0.7072649,0.71178865,0.7062792,0.005509436,-0.000985682,0.004523754
cand_007553,40-49,0.56068957,0.66247237,0.6143936,0.048078775,0.053704023,0.1017828
cand_007557,50-59,0.77675664,0.7345394,0.75306296,-0.018523574,-0.02369368,-0.042217255
cand_007568,60+,0.6675799,0.57826185,0.6609178,-0.08265597,-0.0066620708,-0.08931804
cand_007586,50-59,0.71451116,0.64478457,0.6240866,0.020697951,-0.09042454,-0.06972659
cand_007589,30-39,0.6337348,0.63502634,0.67462647,-0.039600134,0.040891647,0.0012915134
cand_007590,<30,0.561689,0.61913097,0.6249219,-0.005790949,0.0632329,0.05744195
cand_007594,30-39,0.60171753,0.7288358,0.5986388,0.13019705,-0.0030787587,0.12711829
cand_007595,<30,0.5863918,0.6589608,0.58098257,0.07797825,-0.0054092407,0.07256901
cand_007599,40-49,0.57334626,0.67565536,0.6440196,0.03163576,0.07067335,0.10230911
cand_007612,30-39,0.5308602,0.6415261,0.5717481,0.069778025,0.040887892,0.11066592
cand_007630,30-39,0.5816035,0.67394906,0.66252023,0.011428833,0.0809167,0.092345536
cand_007638,30-39,0.5339312,0.55729187,0.59217834,-0.03488648,0.05824715,0.02336067
cand_007639,50-59,0.6031921,0.6172726,0.63438785,-0.017115235,0.03119576,0.014080524
cand_007645,60+,0.6108513,0.6183065,0.6769848,-0.05867827,0.0661335,0.0074552298
cand_007687,50-59,0.61277807,0.6024152,0.6151501,-0.01273489,0.0023720264,-0.010362864
cand_007695,30-39,0.52926546,0.60163295,0.6208051,-0.019172132,0.09153962,0.07236749
cand_007699,50-59,0.5755093,0.6744199,0.6877771,-0.013357222,0.11226779,0.09891057
cand_007703,40-49,0.5980588,0.60321426,0.5656228,0.037591457,-0.032436013,0.005155444
cand_007704,40-49,0.5870708,0.6161242,0.6665698,-0.050445616,0.079499006,0.02905339
cand_007705,50-59,0.57237804,0.66354865,0.71928245,-0.0557338,0.14690441,0.09117061
cand_007710,40-49,0.631546,0.70373386,0.7038555,-0.00012165308,0.072309494,0.07218784
cand_007711,60+,0.6693915,0.7057787,0.69743776,0.008340955,0.02804625,0.036387205
cand_007717,30-39,0.59808886,0.61863995,0.53088695,0.087753,-0.06720191,0.020551085
cand_007737,<30,0.5751507,0.5976239,0.5650648,0.032559097,-0.01008594,0.022473156
cand_007749,<30,0.61609316,0.6105757,0.59870446,0.011871219,-0.017388701,-0.0055174828
cand_007751,40-49,0.54963106,0.57695556,0.5829044,-0.0059488416,0.03327334,0.027324498
cand_007765,40-49,0.586598,0.65699035,0.64807385,0.008916497,0.061475873,0.07039237
cand_007767,60+,0.5845996,0.58783066,0.58126605,0.006564617,-0.0033335686,0.0032310486
cand_007768,30-39,0.6615109,0.6827277,0.7112448,-0.028517127,0.049733937,0.02121681
cand_007771,<30,0.51977825,0.49132913,0.5339881,-0.042658985,0.0142098665,-0.028449118
cand_007774,30-39,0.5536432,0.58782023,0.55172074,0.036099494,-0.0019224882,0.034177005
cand_007781,<30,0.61507475,0.61033404,0.61131823,-0.0009841919,-0.0037565231,-0.004740715
cand_007826,40-49,0.6392239,0.65734553,0.6152648,0.04208076,-0.0239591,0.01812166
cand_007847,40-49,0.58118194,0.693235,0.67467445,0.018560529,0.09349251,0.11205304
cand_007848,50-59,0.56339926,0.60745436,0.64510643,-0.037652075,0.08170718,0.044055104
cand_007852,30-39,0.60794127,0.6752918,0.66751754,0.007774234,0.059576273,0.06735051
cand_007881,60+,0.6100629,0.6369334,0.73350745,-0.09657407,0.12344456,0.02687049
cand_007888,50-59,0.69441015,0.72198033,0.7099215,0.012058854,0.015511334,0.027570188
cand_007895,30-39,0.61697257,0.59299254,0.5821229,0.010869622,-0.034849644,-0.023980021
cand_007901,<30,0.59465426,0.658012,0.6370003,0.02101165,0.04234606,0.06335771
cand_007906,40-49,0.6609002,0.6830094,0.6950165,-0.012007117,0.034116328,0.02210921
cand_007913,50-59,0.60027885,0.6900897,0.5750028,0.11508691,-0.025276065,0.08981085
cand_007917,<30,0.6006236,0.5992012,0.5991967,4.529953e-06,-0.0014269352,-0.0014224052
cand_007924,30-39,0.6300225,0.6200499,0.63305056,-0.013000667,0.0030280352,-0.009972632
cand_007926,<30,0.6169138,0.6271993,0.6100315,0.017167807,-0.00688231,0.010285497
cand_007931,40-49,0.5846458,0.641748,0.6544298,-0.012681782,0.069783986,0.057102203
cand_007936,30-39,0.59454656,0.6559414,0.63614637,0.01979506,0.04159981,0.06139487
cand_007955,40-49,0.44185084,0.6049072,0.5287793,0.07612789,0.08692849,0.16305637
cand_007965,30-39,0.5637996,0.49346346,0.5479212,-0.054457724,-0.015878439,-0.07033616
cand_007984,50-59,0.75344145,0.71254045,0.7094305,0.003109932,-0.044010937,-0.040901005
cand_007992,40-49,0.57320094,0.6708075,0.6414875,0.029320002,0.06828654,0.09760654
cand_007999,40-49,0.5331178,0.64108783,0.66353285,-0.022445023,0.13041508,0.10797006
cand_008002,30-39,0.59310675,0.6291299,0.666438,-0.037308097,0.07333124,0.03602314
cand_008011,<30,0.60437393,0.68260217,0.6184712,0.06413096,0.014097273,0.078228235
cand_008023,40-49,0.6630166,0.6749537,0.6533136,0.021640122,-0.00970304,0.011937082
cand_008061,40-49,0.62734187,0.64931417,0.67974603,-0.030431867,0.052404165,0.021972299
cand_008071,50-59,0.69870603,0.7040532,0.7091866,-0.0051333904,0.010480583,0.0053471923
cand_008075,60+,0.67104447,0.61765146,0.65098614,-0.033334672,-0.020058334,-0.053393006
cand_008077,60+,0.6564418,0.65817356,0.71861243,-0.06043887,0.062170625,0.0017317533
cand_008078,30-39,0.57298183,0.5518128,0.63324535,-0.08143252,0.060263515,-0.021169007
cand_008083,<30,0.6214868,0.56448054,0.5756625,-0.011181951,-0.04582429,-0.05700624
cand_008106,<30,0.54270613,0.5686116,0.53414464,0.034466982,-0.008561492,0.02590549
cand_008120,60+,0.6399911,0.6418723,0.6658858,-0.02401352,0.025894701,0.0018811822
cand_008122,<30,0.511929,0.5156475,0.5600139,-0.04436642,0.048084915,0.0037184954
cand_008141,40-49,0.5003104,0.55581725,0.64267486,-0.08685762,0.14236444,0.055506825
cand_008142,30-39,0.5701026,0.6064768,0.5832881,0.02318871,0.013185501,0.03637421
cand_008145,<30,0.45472282,0.48241788,0.49654067,-0.014122784,0.041817844,0.02769506
cand_008156,<30,0.57360446,0.5789445,0.6448922,-0.06594771,0.07128775,0.0053400397
cand_008157,30-39,0.6323231,0.5950945,0.5484605,0.04663402,-0.0838626,-0.037228584
cand_008183,50-59,0.69531417,0.6252064,0.6370009,-0.0117945075,-0.05831325,-0.07010776
cand_008188,40-49,0.6117091,0.6172693,0.6788929,-0.061623633,0.06718379,0.0055601597
cand_008191,30-39,0.5331358,0.5659286,0.56722414,-0.0012955666,0.034088373,0.032792807
cand_008196,30-39,0.581535,0.54461944,0.5740087,-0.029389262,-0.0075262785,-0.03691554
cand_008198,50-59,0.5371037,0.57867473,0.55190825,0.026766479,0.014804542,0.04157102
cand_008199,<30,0.626238,0.6095025,0.6435252,-0.03402269,0.017287195,-0.016735494
cand_008204,50-59,0.71497065,0.70145935,0.70551383,-0.0040544868,-0.009456813,-0.0135113
cand_008209,50-59,0.66792697,0.72489566,0.68649673,0.03839892,0.018569767,0.05696869
cand_008217,50-59,0.6461308,0.6177064,0.6520924,-0.03438598,0.005961597,-0.028424382
cand_008218,60+,0.6942729,0.5737754,0.6606142,-0.08683878,-0.033658683,-0.120497465
cand_008221,60+,0.68916076,0.71759486,0.70859796,0.008996904,0.019437194,0.028434098
cand_008230,<30,0.59891653,0.5926106,0.5731479,0.019462705,-0.025768638,-0.006305933
cand_008232,60+,0.6951235,0.58781075,0.61097884,-0.023168087,-0.08414465,-0.10731274
cand_008243,40-49,0.60381806,0.6097777,0.6170509,-0.007273197,0.013232827,0.00595963
cand_008257,50-59,0.63852215,0.6531415,0.6323389,0.020802617,-0.0061832666,0.01461935
cand_008270,<30,0.6217326,0.59131724,0.6831726,-0.09185535,0.06143999,-0.030415356
cand_008301,60+,0.6616962,0.6947135,0.71793,-0.023216546,0.056233823,0.033017278
cand_008308,60+,0.67503995,0.68802345,0.6920589,-0.004035473,0.017018974,0.012983501
cand_008314,50-59,0.61595887,0.6118622,0.656056,-0.044193804,0.040097117,-0.004096687
cand_008344,<30,0.6457294,0.57530487,0.6369755,-0.06167066,-0.008753896,-0.07042456
cand_008347,60+,0.6340171,0.5774461,0.65634966,-0.078903556,0.02233255,-0.056571007
cand_008363,50-59,0.5654846,0.53083456,0.603754,-0.07291943,0.0382694,-0.034650028
cand_008367,30-39,0.5959023,0.57423306,0.5698259,0.0044071674,-0.026076436,-0.021669269
cand_008375,30-39,0.63046,0.621671,0.5153043,0.106366694,-0.1151557,-0.008789003
cand_008379,40-49,0.61324376,0.6364895,0.60819274,0.028296769,-0.005051017,0.023245752
cand_008400,30-39,0.5923952,0.6196883,0.61804926,0.0016390085,0.025654078,0.027293086
cand_008403,50-59,0.721153,0.66729474,0.70335877,-0.03606403,-0.017794251,-0.05385828
cand_008410,50-59,0.61654174,0.67949414,0.6615914,0.017902732,0.045049667,0.0629524
cand_008430,40-49,0.5138392,0.5726435,0.53503245,0.037611067,0.021193266,0.058804333
cand_008433,30-39,0.5366565,0.5750238,0.61623067,-0.041206896,0.07957417,0.03836727
cand_008440,30-39,0.66311526,0.64982796,0.66156894,-0.0117409825,-0.0015463233,-0.013287306
cand_008466,30-39,0.5325111,0.6191813,0.6481129,-0.028931618,0.11560178,0.08667016
cand_008470,<30,0.6312071,0.61146235,0.6666168,-0.055154443,0.03540969,-0.019744754
cand_008472,60+,0.692284,0.7477503,0.6828203,0.06492996,-0.009463668,0.055466294
cand_008484,30-39,0.5720451,0.66209054,0.6700383,-0.007947743,0.097993195,0.09004545
cand_008494,<30,0.603626,0.6598698,0.6265327,0.033337116,0.022906661,0.056243777
cand_008508,30-39,0.5465231,0.55674523,0.5479108,0.008834422,0.0013877153,0.010222137
cand_008519,40-49,0.6068037,0.6149229,0.6312909,-0.016368032,0.024487197,0.008119166
cand_008520,40-49,0.5546721,0.5433953,0.5881418,-0.044746518,0.033469677,-0.011276841
cand_008524,60+,0.5927575,0.66135764,0.6197604,0.041597247,0.027002871,0.06860012
cand_008527,30-39,0.5715753,0.5692048,0.6180018,-0.04879701,0.046426535,-0.0023704767
cand_008536,<30,0.60557634,0.62333524,0.6046294,0.018705845,-0.000946939,0.017758906
cand_008544,50-59,0.68786097,0.7290006,0.7031979,0.025802732,0.015336931,0.041139662
cand_008545,40-49,0.65782154,0.63463044,0.6413336,-0.0067031384,-0.016487956,-0.023191094
cand_008555,60+,0.64503217,0.6861862,0.68945384,-0.0032676458,0.044421673,0.041154027
cand_008564,50-59,0.72206426,0.7044443,0.7723612,-0.06791693,0.050296962,-0.017619967
cand_008575,50-59,0.59674215,0.62643975,0.7443419,-0.11790216,0.14759976,0.029697597
cand_008595,<30,0.62162703,0.6411809,0.6186006,0.022580266,-0.0030264258,0.01955384
cand_008596,30-39,0.52366,0.53991127,0.48718417,0.052727103,-0.036475837,0.016251266
cand_008603,30-39,0.60093504,0.6080792,0.60709417,0.0009850264,0.0061591268,0.007144153
cand_008610,50-59,0.6852683,0.74615383,0.66488516,0.08126867,-0.02038312,0.06088555
cand_008620,<30,0.6228447,0.57792544,0.6611799,-0.08325446,0.038335204,-0.044919252
cand_008641,60+,0.51682365,0.5425181,0.54206526,0.0004528165,0.025241613,0.02569443
cand_008646,30-39,0.5354896,0.58572775,0.5349468,0.050780952,-0.0005428195,0.050238132
cand_008647,60+,0.65863204,0.6310146,0.5271188,0.10389578,-0.13151324,-0.027617455
cand_008668,40-49,0.6061863,0.5565802,0.5572264,-0.00064623356,-0.04895985,-0.049606085
cand_008687,30-39,0.60993683,0.59661615,0.61107254,-0.014456391,0.0011357069,-0.013320684
cand_008691,40-49,0.51945436,0.5704515,0.6231317,-0.052680194,0.10367733,0.050997138
cand_008715,<30,0.6209148,0.5493455,0.5426721,0.0066733956,-0.07824272,-0.07156932
cand_008721,60+,0.7094159,0.72195476,0.69894373,0.023011029,-0.010472178,0.01253885
cand_008724,60+,0.7392449,0.74389833,0.6479465,0.095951855,-0.0912984,0.004653454
